"Statistic","Month","Consumer Item","UNIT","VALUE"
"National Average Price","1997M12","Mushrooms per kg.","IEP","2.998"
"National Average Price","1997M12","Fresh pasteurised milk per litre","IEP","0.629"
"National Average Price","1997M12","Irish cheddar per kg.","IEP","5.787"
"National Average Price","1997M12","Butter per lb.","IEP","1.597"
"National Average Price","1997M12","Large (size 2) eggs per dozen","IEP","1.638"
"National Average Price","1997M12","Medium (size 3) eggs per dozen","IEP","1.391"
"National Average Price","1997M12","Bread white sliced, large (800g)","IEP","0.736"
"National Average Price","1997M12","Bread brown sliced, large (800g)","IEP","0.817"
"National Average Price","1997M12","Bread white sliced, small (400g)","IEP","0.55"
"National Average Price","1997M12","White, plain flour per 2 kgs.","IEP","0.935"
"National Average Price","1997M12","White, self-raising flour per 2 kgs.","IEP","0.93"
"National Average Price","1997M12","Brown, wholemeal flour per 2 kgs.","IEP","0.983"
"National Average Price","1997M12","White granulated sugar per kg.","IEP","0.889"
"National Average Price","1997M12","Jam per lb.","IEP","1.023"
"National Average Price","1997M12","Honey per lb.","IEP","1.583"
"National Average Price","1997M12","Marmalade per lb.","IEP","1.038"
"National Average Price","1997M12","Stout - take home (6 x 250ml)","IEP","4.067"
"National Average Price","1997M12","Lager - take home (4 x 330ml)","IEP","4.043"
"National Average Price","1997M12","Ale - take home (6 x 250ml)","IEP","4.358"
"National Average Price","1997M12","Cider - take home ( 500ml can)","IEP","1.193"
"National Average Price","1997M12","Whiskey - take home (70cl bottle)","IEP","13.552"
"National Average Price","1997M12","Brandy - take home (70cl bottle)","IEP","17.36"
"National Average Price","1997M12","Vodka - take home (70cl bottle)","IEP","12.054"
"National Average Price","1997M12","Sherry - take home (75cl bottle)","IEP","7.827"
"National Average Price","1997M12","Stout - draught bar (1 pint)","IEP","2.031"
"National Average Price","1997M12","Lager - draught lounge (1/2 pint)","IEP","1.286"
"National Average Price","1997M12","Lager - draught lounge (1 pint)","IEP","2.246"
"National Average Price","1997M12","Lager - bottled bar (330ml bottle)","IEP","2.186"
"National Average Price","1997M12","Ale - draught bar (1/2 pint)","IEP","1.188"
"National Average Price","1997M12","Ale - draught bar (1 pint)","IEP","2.064"
"National Average Price","1997M12","Cider - bar (330ml bottle)","IEP","2.303"
"National Average Price","1997M12","Plain cigarettes, standard size per 20 pk.","IEP","3.047"
"National Average Price","1997M12","Filtered cigarettes, standard size per 20 pk.","IEP","3.029"
"National Average Price","1997M12","Leaded petrol per ltr.","IEP","0.695"
"National Average Price","1997M12","Petrol - unleaded per ltr.","IEP","0.604"
"National Average Price","1997M12","Liquid petroleum gas per ltr.","IEP","0.378"
"National Average Price","1997M12","Diesel per ltr.","IEP","0.579"
"National Average Price","1998M01","Round steak per kg.","IEP","6.193"
"National Average Price","1998M01","Sirloin steak per kg.","IEP","8.249"
"National Average Price","1998M01","Rib steak per kg.","IEP","4.038"
"National Average Price","1998M01","Leg beef (boneless) per kg.","IEP","4.328"
"National Average Price","1998M01","Brisket pot roast per kg.","IEP","4.133"
"National Average Price","1998M01","Lamb whole leg per kg.","IEP","5.798"
"National Average Price","1998M01","Lamb loin chops per kg.","IEP","8.008"
"National Average Price","1998M01","Lamb gigot chops per kg.","IEP","5.598"
"National Average Price","1998M01","Lamb - neck per kg.","IEP","2.609"
"National Average Price","1998M01","Lambs liver per kg.","IEP","3.357"
"National Average Price","1998M01","Whole leg of pork per kg.","IEP","3.916"
"National Average Price","1998M01","Pork loin chops per kg.","IEP","5.797"
"National Average Price","1998M01","Shoulder roast of pork per kg.","IEP","3.287"
"National Average Price","1998M01","Pork steak per kg.","IEP","8.532"
"National Average Price","1998M01","Best back rashers per kg.","IEP","6.321"
"National Average Price","1998M01","Streaky rashers per kg.","IEP","4.272"
"National Average Price","1998M01","Ham fillet per kg.","IEP","5.907"
"National Average Price","1998M01","Cooked ham per kg.","IEP","8.802"
"National Average Price","1998M01","Pork sausages per kg.","IEP","3.008"
"National Average Price","1998M01","Black pudding per kg.","IEP","3.008"
"National Average Price","1998M01","Fillet of whiting per kg.","IEP","4.8"
"National Average Price","1998M01","Cod cutlets per kg.","IEP","7.443"
"National Average Price","1998M01","Fillet of plaice per kg.","IEP","8.474"
"National Average Price","1998M01","Smoked kippers per kg.","IEP","3.824"
"National Average Price","1998M01","Potatoes per 5lbs","IEP","1.065"
"National Average Price","1998M01","Potatoes 10 kg.","IEP","3.025"
"National Average Price","1998M01","Tomatoes per kg.","IEP","1.509"
"National Average Price","1998M01","Onions per kg.","IEP","0.697"
"National Average Price","1998M01","Broccoli per kg.","IEP","1.745"
"National Average Price","1998M01","Carrots per kg.","IEP","0.71"
"National Average Price","1998M01","Mushrooms per kg.","IEP","2.936"
"National Average Price","1998M01","Fresh pasteurised milk per litre","IEP","0.629"
"National Average Price","1998M01","Irish cheddar per kg.","IEP","5.761"
"National Average Price","1998M01","Butter per lb.","IEP","1.596"
"National Average Price","1998M01","Large (size 2) eggs per dozen","IEP","1.615"
"National Average Price","1998M01","Medium (size 3) eggs per dozen","IEP","1.345"
"National Average Price","1998M01","Bread white sliced, large (800g)","IEP","0.739"
"National Average Price","1998M01","Bread brown sliced, large (800g)","IEP","0.815"
"National Average Price","1998M01","Bread white sliced, small (400g)","IEP","0.55"
"National Average Price","1998M01","White, plain flour per 2 kgs.","IEP","0.944"
"National Average Price","1998M01","White, self-raising flour per 2 kgs.","IEP","0.942"
"National Average Price","1998M01","Brown, wholemeal flour per 2 kgs.","IEP","0.985"
"National Average Price","1998M01","White granulated sugar per kg.","IEP","0.886"
"National Average Price","1998M01","Jam per lb.","IEP","1.009"
"National Average Price","1998M01","Honey per lb.","IEP","1.594"
"National Average Price","1998M01","Marmalade per lb.","IEP","1.035"
"National Average Price","1998M01","Stout - take home (6 x 250ml)","IEP","4.072"
"National Average Price","1998M01","Lager - take home (4 x 330ml)","IEP","4.051"
"National Average Price","1998M01","Ale - take home (6 x 250ml)","IEP","4.207"
"National Average Price","1998M01","Cider - take home ( 500ml can)","IEP","1.178"
"National Average Price","1998M01","Whiskey - take home (70cl bottle)","IEP","13.609"
"National Average Price","1998M01","Brandy - take home (70cl bottle)","IEP","17.834"
"National Average Price","1998M01","Vodka - take home (70cl bottle)","IEP","12.099"
"National Average Price","1998M01","Sherry - take home (75cl bottle)","IEP","7.885"
"National Average Price","1998M01","Stout - draught bar (1 pint)","IEP","2.033"
"National Average Price","1998M01","Lager - draught lounge (1/2 pint)","IEP","1.273"
"National Average Price","1998M01","Lager - draught lounge (1 pint)","IEP","2.241"
"National Average Price","1998M01","Lager - bottled bar (330ml bottle)","IEP","2.188"
"National Average Price","1998M01","Ale - draught bar (1/2 pint)","IEP","1.189"
"National Average Price","1998M01","Ale - draught bar (1 pint)","IEP","2.064"
"National Average Price","1998M01","Cider - bar (330ml bottle)","IEP","2.309"
"National Average Price","1998M01","Plain cigarettes, standard size per 20 pk.","IEP","3.071"
"National Average Price","1998M01","Filtered cigarettes, standard size per 20 pk.","IEP","3.051"
"National Average Price","1998M01","Leaded petrol per ltr.","IEP","0.7"
"National Average Price","1998M01","Petrol - unleaded per ltr.","IEP","0.599"
"National Average Price","1998M01","Liquid petroleum gas per ltr.","IEP","0.38"
"National Average Price","1998M01","Diesel per ltr.","IEP","0.574"
"National Average Price","1998M02","Round steak per kg.","IEP","5.564"
"National Average Price","1998M02","Sirloin steak per kg.","IEP","7.994"
"National Average Price","1998M02","Rib steak per kg.","IEP","4.141"
"National Average Price","1998M02","Leg beef (boneless) per kg.","IEP","4.311"
"National Average Price","1998M02","Brisket pot roast per kg.","IEP","4.162"
"National Average Price","1998M02","Lamb whole leg per kg.","IEP","5.734"
"National Average Price","1998M02","Lamb loin chops per kg.","IEP","8.027"
"National Average Price","1998M02","Lamb gigot chops per kg.","IEP","5.657"
"National Average Price","1998M02","Lamb - neck per kg.","IEP","2.697"
"National Average Price","1998M02","Lambs liver per kg.","IEP","3.361"
"National Average Price","1998M02","Whole leg of pork per kg.","IEP","4.017"
"National Average Price","1998M02","Pork loin chops per kg.","IEP","5.906"
"National Average Price","1998M02","Shoulder roast of pork per kg.","IEP","3.338"
"National Average Price","1998M02","Pork steak per kg.","IEP","8.567"
"National Average Price","1998M02","Best back rashers per kg.","IEP","6.326"
"National Average Price","1998M02","Streaky rashers per kg.","IEP","4.277"
"National Average Price","1998M02","Ham fillet per kg.","IEP","5.871"
"National Average Price","1998M02","Cooked ham per kg.","IEP","8.757"
"National Average Price","1998M02","Pork sausages per kg.","IEP","3.027"
"National Average Price","1998M02","Black pudding per kg.","IEP","3.019"
"National Average Price","1998M02","Fillet of whiting per kg.","IEP","4.329"
"National Average Price","1998M02","Cod cutlets per kg.","IEP","7.191"
"National Average Price","1998M02","Fillet of plaice per kg.","IEP","8.335"
"National Average Price","1998M02","Smoked kippers per kg.","IEP","3.875"
"National Average Price","1998M02","Potatoes per 5lbs","IEP","1.1"
"National Average Price","1998M02","Potatoes 10 kg.","IEP","3.34"
"National Average Price","1998M02","Tomatoes per kg.","IEP","1.693"
"National Average Price","1998M02","Onions per kg.","IEP","0.767"
"National Average Price","1998M02","Broccoli per kg.","IEP","1.832"
"National Average Price","1998M02","Carrots per kg.","IEP","0.742"
"National Average Price","1998M02","Mushrooms per kg.","IEP","2.959"
"National Average Price","1998M02","Fresh pasteurised milk per litre","IEP","0.629"
"National Average Price","1998M02","Irish cheddar per kg.","IEP","5.794"
"National Average Price","1998M02","Butter per lb.","IEP","1.6"
"National Average Price","1998M02","Large (size 2) eggs per dozen","IEP","1.613"
"National Average Price","1998M02","Medium (size 3) eggs per dozen","IEP","1.355"
"National Average Price","1998M02","Bread white sliced, large (800g)","IEP","0.735"
"National Average Price","1998M02","Bread brown sliced, large (800g)","IEP","0.812"
"National Average Price","1998M02","Bread white sliced, small (400g)","IEP","0.55"
"National Average Price","1998M02","White, plain flour per 2 kgs.","IEP","0.94"
"National Average Price","1998M02","White, self-raising flour per 2 kgs.","IEP","0.939"
"National Average Price","1998M02","Brown, wholemeal flour per 2 kgs.","IEP","0.981"
"National Average Price","1998M02","White granulated sugar per kg.","IEP","0.89"
"National Average Price","1998M02","Jam per lb.","IEP","1.017"
"National Average Price","1998M02","Honey per lb.","IEP","1.619"
"National Average Price","1998M02","Marmalade per lb.","IEP","1.042"
"National Average Price","1998M02","Stout - take home (6 x 250ml)","IEP","4.078"
"National Average Price","1998M02","Lager - take home (4 x 330ml)","IEP","4.042"
"National Average Price","1998M02","Ale - take home (6 x 250ml)","IEP","4.245"
"National Average Price","1998M02","Cider - take home ( 500ml can)","IEP","1.21"
"National Average Price","1998M02","Whiskey - take home (70cl bottle)","IEP","13.616"
"National Average Price","1998M02","Brandy - take home (70cl bottle)","IEP","17.889"
"National Average Price","1998M02","Vodka - take home (70cl bottle)","IEP","12.142"
"National Average Price","1998M02","Sherry - take home (75cl bottle)","IEP","7.979"
"National Average Price","1998M02","Stout - draught bar (1 pint)","IEP","2.033"
"National Average Price","1998M02","Lager - draught lounge (1/2 pint)","IEP","1.274"
"National Average Price","1998M02","Lager - draught lounge (1 pint)","IEP","2.245"
"National Average Price","1998M02","Lager - bottled bar (330ml bottle)","IEP","2.2"
"National Average Price","1998M02","Ale - draught bar (1/2 pint)","IEP","1.189"
"National Average Price","1998M02","Ale - draught bar (1 pint)","IEP","2.065"
"National Average Price","1998M02","Cider - bar (330ml bottle)","IEP","2.309"
"National Average Price","1998M02","Plain cigarettes, standard size per 20 pk.","IEP","3.071"
"National Average Price","1998M02","Filtered cigarettes, standard size per 20 pk.","IEP","3.052"
"National Average Price","1998M02","Leaded petrol per ltr.","IEP","0.699"
"National Average Price","1998M02","Petrol - unleaded per ltr.","IEP","0.596"
"National Average Price","1998M02","Liquid petroleum gas per ltr.","IEP","0.381"
"National Average Price","1998M02","Diesel per ltr.","IEP","0.567"
"National Average Price","1998M03","Round steak per kg.","IEP","6.085"
"National Average Price","1998M03","Sirloin steak per kg.","IEP","8.113"
"National Average Price","1998M03","Rib steak per kg.","IEP","4.134"
"National Average Price","1998M03","Leg beef (boneless) per kg.","IEP","4.369"
"National Average Price","1998M03","Brisket pot roast per kg.","IEP","4.107"
"National Average Price","1998M03","Lamb whole leg per kg.","IEP","5.561"
"National Average Price","1998M03","Lamb loin chops per kg.","IEP","7.953"
"National Average Price","1998M03","Lamb gigot chops per kg.","IEP","5.597"
"National Average Price","1998M03","Lamb - neck per kg.","IEP","2.634"
"National Average Price","1998M03","Lambs liver per kg.","IEP","3.343"
"National Average Price","1998M03","Whole leg of pork per kg.","IEP","3.956"
"National Average Price","1998M03","Pork loin chops per kg.","IEP","5.87"
"National Average Price","1998M03","Shoulder roast of pork per kg.","IEP","3.255"
"National Average Price","1998M03","Pork steak per kg.","IEP","8.447"
"National Average Price","1998M03","Best back rashers per kg.","IEP","6.614"
"National Average Price","1998M03","Streaky rashers per kg.","IEP","4.384"
"National Average Price","1998M03","Ham fillet per kg.","IEP","5.792"
"National Average Price","1998M03","Cooked ham per kg.","IEP","8.703"
"National Average Price","1998M03","Pork sausages per kg.","IEP","3.035"
"National Average Price","1998M03","Black pudding per kg.","IEP","3.017"
"National Average Price","1998M03","Fillet of whiting per kg.","IEP","4.289"
"National Average Price","1998M03","Cod cutlets per kg.","IEP","7.147"
"National Average Price","1998M03","Fillet of plaice per kg.","IEP","8.394"
"National Average Price","1998M03","Smoked kippers per kg.","IEP","4.213"
"National Average Price","1998M03","Potatoes per 5lbs","IEP","1.147"
"National Average Price","1998M03","Potatoes 10 kg.","IEP","3.673"
"National Average Price","1998M03","Tomatoes per kg.","IEP","1.773"
"National Average Price","1998M03","Onions per kg.","IEP","0.826"
"National Average Price","1998M03","Broccoli per kg.","IEP","1.896"
"National Average Price","1998M03","Carrots per kg.","IEP","0.748"
"National Average Price","1998M03","Mushrooms per kg.","IEP","3.025"
"National Average Price","1998M03","Fresh pasteurised milk per litre","IEP","0.629"
"National Average Price","1998M03","Irish cheddar per kg.","IEP","5.764"
"National Average Price","1998M03","Butter per lb.","IEP","1.6"
"National Average Price","1998M03","Large (size 2) eggs per dozen","IEP","1.621"
"National Average Price","1998M03","Medium (size 3) eggs per dozen","IEP","1.367"
"National Average Price","1998M03","Bread white sliced, large (800g)","IEP","0.734"
"National Average Price","1998M03","Bread brown sliced, large (800g)","IEP","0.815"
"National Average Price","1998M03","Bread white sliced, small (400g)","IEP","0.55"
"National Average Price","1998M03","White, plain flour per 2 kgs.","IEP","0.931"
"National Average Price","1998M03","White, self-raising flour per 2 kgs.","IEP","0.936"
"National Average Price","1998M03","Brown, wholemeal flour per 2 kgs.","IEP","0.977"
"National Average Price","1998M03","White granulated sugar per kg.","IEP","0.894"
"National Average Price","1998M03","Jam per lb.","IEP","1.01"
"National Average Price","1998M03","Honey per lb.","IEP","1.626"
"National Average Price","1998M03","Marmalade per lb.","IEP","1.041"
"National Average Price","1998M03","Stout - take home (6 x 250ml)","IEP","4.08"
"National Average Price","1998M03","Lager - take home (4 x 330ml)","IEP","4.052"
"National Average Price","1998M03","Ale - take home (6 x 250ml)","IEP","4.174"
"National Average Price","1998M03","Cider - take home ( 500ml can)","IEP","1.189"
"National Average Price","1998M03","Whiskey - take home (70cl bottle)","IEP","13.629"
"National Average Price","1998M03","Brandy - take home (70cl bottle)","IEP","17.995"
"National Average Price","1998M03","Vodka - take home (70cl bottle)","IEP","12.314"
"National Average Price","1998M03","Sherry - take home (75cl bottle)","IEP","8.042"
"National Average Price","1998M03","Stout - draught bar (1 pint)","IEP","2.031"
"National Average Price","1998M03","Lager - draught lounge (1/2 pint)","IEP","1.271"
"National Average Price","1998M03","Lager - draught lounge (1 pint)","IEP","2.249"
"National Average Price","1998M03","Lager - bottled bar (330ml bottle)","IEP","2.201"
"National Average Price","1998M03","Ale - draught bar (1/2 pint)","IEP","1.187"
"National Average Price","1998M03","Ale - draught bar (1 pint)","IEP","2.066"
"National Average Price","1998M03","Cider - bar (330ml bottle)","IEP","2.31"
"National Average Price","1998M03","Plain cigarettes, standard size per 20 pk.","IEP","3.072"
"National Average Price","1998M03","Filtered cigarettes, standard size per 20 pk.","IEP","3.052"
"National Average Price","1998M03","Leaded petrol per ltr.","IEP","0.699"
"National Average Price","1998M03","Petrol - unleaded per ltr.","IEP","0.593"
"National Average Price","1998M03","Liquid petroleum gas per ltr.","IEP","0.382"
"National Average Price","1998M03","Diesel per ltr.","IEP","0.561"
"National Average Price","1998M04","Round steak per kg.","IEP","6.179"
"National Average Price","1998M04","Sirloin steak per kg.","IEP","8.462"
"National Average Price","1998M04","Rib steak per kg.","IEP","4.103"
"National Average Price","1998M04","Leg beef (boneless) per kg.","IEP","4.368"
"National Average Price","1998M04","Brisket pot roast per kg.","IEP","4.138"
"National Average Price","1998M04","Lamb whole leg per kg.","IEP","6.178"
"National Average Price","1998M04","Lamb loin chops per kg.","IEP","8.599"
"National Average Price","1998M04","Lamb gigot chops per kg.","IEP","5.866"
"National Average Price","1998M04","Lamb - neck per kg.","IEP","2.764"
"National Average Price","1998M04","Lambs liver per kg.","IEP","3.345"
"National Average Price","1998M04","Whole leg of pork per kg.","IEP","3.962"
"National Average Price","1998M04","Pork loin chops per kg.","IEP","5.818"
"National Average Price","1998M04","Shoulder roast of pork per kg.","IEP","3.317"
"National Average Price","1998M04","Pork steak per kg.","IEP","8.298"
"National Average Price","1998M04","Best back rashers per kg.","IEP","6.582"
"National Average Price","1998M04","Streaky rashers per kg.","IEP","4.369"
"National Average Price","1998M04","Ham fillet per kg.","IEP","5.663"
"National Average Price","1998M04","Cooked ham per kg.","IEP","8.839"
"National Average Price","1998M04","Pork sausages per kg.","IEP","3.049"
"National Average Price","1998M04","Black pudding per kg.","IEP","3.029"
"National Average Price","1998M04","Fillet of whiting per kg.","IEP","4.525"
"National Average Price","1998M04","Cod cutlets per kg.","IEP","7.199"
"National Average Price","1998M04","Fillet of plaice per kg.","IEP","8.882"
"National Average Price","1998M04","Smoked kippers per kg.","IEP","4.32"
"National Average Price","1998M04","Potatoes per 5lbs","IEP","1.224"
"National Average Price","1998M04","Potatoes 10 kg.","IEP","3.929"
"National Average Price","1998M04","Tomatoes per kg.","IEP","2.19"
"National Average Price","1998M04","Onions per kg.","IEP","0.845"
"National Average Price","1998M04","Broccoli per kg.","IEP","1.753"
"National Average Price","1998M04","Carrots per kg.","IEP","0.787"
"National Average Price","1998M04","Mushrooms per kg.","IEP","3.079"
"National Average Price","1998M04","Fresh pasteurised milk per litre","IEP","0.629"
"National Average Price","1998M04","Irish cheddar per kg.","IEP","5.769"
"National Average Price","1998M04","Butter per lb.","IEP","1.599"
"National Average Price","1998M04","Large (size 2) eggs per dozen","IEP","1.633"
"National Average Price","1998M04","Medium (size 3) eggs per dozen","IEP","1.331"
"National Average Price","1998M04","Bread white sliced, large (800g)","IEP","0.739"
"National Average Price","1998M04","Bread brown sliced, large (800g)","IEP","0.819"
"National Average Price","1998M04","Bread white sliced, small (400g)","IEP","0.551"
"National Average Price","1998M04","White, plain flour per 2 kgs.","IEP","0.929"
"National Average Price","1998M04","White, self-raising flour per 2 kgs.","IEP","0.939"
"National Average Price","1998M04","Brown, wholemeal flour per 2 kgs.","IEP","0.976"
"National Average Price","1998M04","White granulated sugar per kg.","IEP","0.895"
"National Average Price","1998M04","Jam per lb.","IEP","1.049"
"National Average Price","1998M04","Honey per lb.","IEP","1.648"
"National Average Price","1998M04","Marmalade per lb.","IEP","1.04"
"National Average Price","1998M04","Stout - take home (6 x 250ml)","IEP","4.081"
"National Average Price","1998M04","Lager - take home (4 x 330ml)","IEP","4.055"
"National Average Price","1998M04","Ale - take home (6 x 250ml)","IEP","4.118"
"National Average Price","1998M04","Cider - take home ( 500ml can)","IEP","1.219"
"National Average Price","1998M04","Whiskey - take home (70cl bottle)","IEP","13.644"
"National Average Price","1998M04","Brandy - take home (70cl bottle)","IEP","18.238"
"National Average Price","1998M04","Vodka - take home (70cl bottle)","IEP","12.338"
"National Average Price","1998M04","Sherry - take home (75cl bottle)","IEP","8.069"
"National Average Price","1998M04","Stout - draught bar (1 pint)","IEP","2.034"
"National Average Price","1998M04","Lager - draught lounge (1/2 pint)","IEP","1.275"
"National Average Price","1998M04","Lager - draught lounge (1 pint)","IEP","2.253"
"National Average Price","1998M04","Lager - bottled bar (330ml bottle)","IEP","2.198"
"National Average Price","1998M04","Ale - draught bar (1/2 pint)","IEP","1.189"
"National Average Price","1998M04","Ale - draught bar (1 pint)","IEP","2.066"
"National Average Price","1998M04","Cider - bar (330ml bottle)","IEP","2.315"
"National Average Price","1998M04","Plain cigarettes, standard size per 20 pk.","IEP","3.11"
"National Average Price","1998M04","Filtered cigarettes, standard size per 20 pk.","IEP","3.086"
"National Average Price","1998M04","Leaded petrol per ltr.","IEP","0.695"
"National Average Price","1998M04","Petrol - unleaded per ltr.","IEP","0.589"
"National Average Price","1998M04","Liquid petroleum gas per ltr.","IEP","0.384"
"National Average Price","1998M04","Diesel per ltr.","IEP","0.558"
"National Average Price","1998M05","Round steak per kg.","IEP","6.131"
"National Average Price","1998M05","Sirloin steak per kg.","IEP","8.561"
"National Average Price","1998M05","Rib steak per kg.","IEP","4.043"
"National Average Price","1998M05","Leg beef (boneless) per kg.","IEP","4.327"
"National Average Price","1998M05","Brisket pot roast per kg.","IEP","4.178"
"National Average Price","1998M05","Lamb whole leg per kg.","IEP","6.08"
"National Average Price","1998M05","Lamb loin chops per kg.","IEP","8.657"
"National Average Price","1998M05","Lamb gigot chops per kg.","IEP","6.01"
"National Average Price","1998M05","Lamb - neck per kg.","IEP","2.82"
"National Average Price","1998M05","Lambs liver per kg.","IEP","3.384"
"National Average Price","1998M05","Whole leg of pork per kg.","IEP","3.913"
"National Average Price","1998M05","Pork loin chops per kg.","IEP","5.694"
"National Average Price","1998M05","Shoulder roast of pork per kg.","IEP","3.204"
"National Average Price","1998M05","Pork steak per kg.","IEP","8.215"
"National Average Price","1998M05","Best back rashers per kg.","IEP","6.605"
"National Average Price","1998M05","Streaky rashers per kg.","IEP","4.211"
"National Average Price","1998M05","Ham fillet per kg.","IEP","5.697"
"National Average Price","1998M05","Cooked ham per kg.","IEP","8.74"
"National Average Price","1998M05","Pork sausages per kg.","IEP","3.043"
"National Average Price","1998M05","Black pudding per kg.","IEP","3.009"
"National Average Price","1998M05","Fillet of whiting per kg.","IEP","4.713"
"National Average Price","1998M05","Cod cutlets per kg.","IEP","7.019"
"National Average Price","1998M05","Fillet of plaice per kg.","IEP","8.842"
"National Average Price","1998M05","Smoked kippers per kg.","IEP","4.318"
"National Average Price","1998M05","Potatoes per 5lbs","IEP","1.451"
"National Average Price","1998M05","Potatoes 10 kg.","IEP","4.858"
"National Average Price","1998M05","Tomatoes per kg.","IEP","1.641"
"National Average Price","1998M05","Onions per kg.","IEP","1.073"
"National Average Price","1998M05","Broccoli per kg.","IEP","1.976"
"National Average Price","1998M05","Carrots per kg.","IEP","0.909"
"National Average Price","1998M05","Mushrooms per kg.","IEP","3.021"
"National Average Price","1998M05","Fresh pasteurised milk per litre","IEP","0.629"
"National Average Price","1998M05","Irish cheddar per kg.","IEP","5.748"
"National Average Price","1998M05","Butter per lb.","IEP","1.598"
"National Average Price","1998M05","Large (size 2) eggs per dozen","IEP","1.605"
"National Average Price","1998M05","Medium (size 3) eggs per dozen","IEP","1.356"
"National Average Price","1998M05","Bread white sliced, large (800g)","IEP","0.74"
"National Average Price","1998M05","Bread brown sliced, large (800g)","IEP","0.827"
"National Average Price","1998M05","Bread white sliced, small (400g)","IEP","0.551"
"National Average Price","1998M05","White, plain flour per 2 kgs.","IEP","0.936"
"National Average Price","1998M05","White, self-raising flour per 2 kgs.","IEP","0.939"
"National Average Price","1998M05","Brown, wholemeal flour per 2 kgs.","IEP","0.979"
"National Average Price","1998M05","White granulated sugar per kg.","IEP","0.894"
"National Average Price","1998M05","Jam per lb.","IEP","1.061"
"National Average Price","1998M05","Honey per lb.","IEP","1.646"
"National Average Price","1998M05","Marmalade per lb.","IEP","1.04"
"National Average Price","1998M05","Stout - take home (6 x 250ml)","IEP","4.082"
"National Average Price","1998M05","Lager - take home (4 x 330ml)","IEP","4.052"
"National Average Price","1998M05","Ale - take home (6 x 250ml)","IEP","4.165"
"National Average Price","1998M05","Cider - take home ( 500ml can)","IEP","1.216"
"National Average Price","1998M05","Whiskey - take home (70cl bottle)","IEP","13.648"
"National Average Price","1998M05","Brandy - take home (70cl bottle)","IEP","18.288"
"National Average Price","1998M05","Vodka - take home (70cl bottle)","IEP","12.363"
"National Average Price","1998M05","Sherry - take home (75cl bottle)","IEP","8.132"
"National Average Price","1998M05","Stout - draught bar (1 pint)","IEP","2.038"
"National Average Price","1998M05","Lager - draught lounge (1/2 pint)","IEP","1.279"
"National Average Price","1998M05","Lager - draught lounge (1 pint)","IEP","2.255"
"National Average Price","1998M05","Lager - bottled bar (330ml bottle)","IEP","2.204"
"National Average Price","1998M05","Ale - draught bar (1/2 pint)","IEP","1.195"
"National Average Price","1998M05","Ale - draught bar (1 pint)","IEP","2.067"
"National Average Price","1998M05","Cider - bar (330ml bottle)","IEP","2.313"
"National Average Price","1998M05","Plain cigarettes, standard size per 20 pk.","IEP","3.115"
"National Average Price","1998M05","Filtered cigarettes, standard size per 20 pk.","IEP","3.089"
"National Average Price","1998M05","Leaded petrol per ltr.","IEP","0.694"
"National Average Price","1998M05","Petrol - unleaded per ltr.","IEP","0.589"
"National Average Price","1998M05","Liquid petroleum gas per ltr.","IEP","0.383"
"National Average Price","1998M05","Diesel per ltr.","IEP","0.557"
"National Average Price","1998M06","Round steak per kg.","IEP","5.824"
"National Average Price","1998M06","Sirloin steak per kg.","IEP","8.651"
"National Average Price","1998M06","Rib steak per kg.","IEP","4.1"
"National Average Price","1998M06","Leg beef (boneless) per kg.","IEP","4.309"
"National Average Price","1998M06","Brisket pot roast per kg.","IEP","4.165"
"National Average Price","1998M06","Lamb whole leg per kg.","IEP","6"
"National Average Price","1998M06","Lamb loin chops per kg.","IEP","8.312"
"National Average Price","1998M06","Lamb gigot chops per kg.","IEP","5.772"
"National Average Price","1998M06","Lamb - neck per kg.","IEP","2.729"
"National Average Price","1998M06","Lambs liver per kg.","IEP","3.394"
"National Average Price","1998M06","Whole leg of pork per kg.","IEP","4.039"
"National Average Price","1998M06","Pork loin chops per kg.","IEP","5.84"
"National Average Price","1998M06","Shoulder roast of pork per kg.","IEP","3.326"
"National Average Price","1998M06","Pork steak per kg.","IEP","8.47"
"National Average Price","1998M06","Best back rashers per kg.","IEP","6.632"
"National Average Price","1998M06","Streaky rashers per kg.","IEP","4.237"
"National Average Price","1998M06","Ham fillet per kg.","IEP","5.759"
"National Average Price","1998M06","Cooked ham per kg.","IEP","8.777"
"National Average Price","1998M06","Pork sausages per kg.","IEP","3.047"
"National Average Price","1998M06","Black pudding per kg.","IEP","3.033"
"National Average Price","1998M06","Fillet of whiting per kg.","IEP","4.728"
"National Average Price","1998M06","Cod cutlets per kg.","IEP","7.181"
"National Average Price","1998M06","Fillet of plaice per kg.","IEP","8.89"
"National Average Price","1998M06","Smoked kippers per kg.","IEP","4.375"
"National Average Price","1998M06","Potatoes per 5lbs","IEP","1.517"
"National Average Price","1998M06","Potatoes 10 kg.","IEP","4.801"
"National Average Price","1998M06","Tomatoes per kg.","IEP","1.792"
"National Average Price","1998M06","Onions per kg.","IEP","1.093"
"National Average Price","1998M06","Broccoli per kg.","IEP","2.059"
"National Average Price","1998M06","Carrots per kg.","IEP","1.034"
"National Average Price","1998M06","Mushrooms per kg.","IEP","3.024"
"National Average Price","1998M06","Fresh pasteurised milk per litre","IEP","0.629"
"National Average Price","1998M06","Irish cheddar per kg.","IEP","5.746"
"National Average Price","1998M06","Butter per lb.","IEP","1.599"
