Station information:
Name,Agent Number,Network Number,Latitude (dec.deg),Longitude (dec.deg),Height (m),Posn_Precision,Observing Authority
Paraparaumu Aero,3145,E04991,-40.907,174.984,5,G,N/A
Note: Position precision types are: "W" = based on whole minutes, "T" = estimated to tenth minute,
"G" = derived from gridref , "E" = error cases derived from gridref,
"H" = based on GPS readings (NZGD49), "D" = by definition i.e. grid points.


Statistics codes in this query are:
Code,Description,Units
00,Total Rainfall,Mm
02,Mean Air Temperature,Celsius
09,Total Sunshine,Hours
Note: Statistics calculations are based on Local Time.
DAY OF EXTR gives the Local-Time day for a Monthly Extreme.
Stats: Monthly
Station,Mon-YYYY(local),Stat Code,Stat Value ,Day of Extr,
Paraparaumu Aero,Oct-2008,00,113.8,-,
Paraparaumu Aero,Oct-2008,02,12.5,-,
Paraparaumu Aero,Oct-2008,09,196.1,-,
Paraparaumu Aero,Nov-2008,00,44.4,-,
Paraparaumu Aero,Nov-2008,02,14.6,-,
Paraparaumu Aero,Nov-2008,09,235.8,-,
Paraparaumu Aero,Dec-2008,00,136.8,-,
Paraparaumu Aero,Dec-2008,02,16.8,-,
Paraparaumu Aero,Dec-2008,09,213.4,-,
Paraparaumu Aero,Jan-2009,00,33.7,-,
Paraparaumu Aero,Jan-2009,02,17.9,-,
Paraparaumu Aero,Jan-2009,09,244.4,-,
Paraparaumu Aero,Feb-2009,00,122.8,-,
Paraparaumu Aero,Feb-2009,02,17.3,-,
Paraparaumu Aero,Feb-2009,09,179.7,-,
Paraparaumu Aero,Mar-2009,00,25.6,-,
Paraparaumu Aero,Mar-2009,02,15.5,-,
Paraparaumu Aero,Mar-2009,09,213.2,-,
Paraparaumu Aero,Apr-2009,00,57.6,-,
Paraparaumu Aero,Apr-2009,02,13.2,-,
Paraparaumu Aero,Apr-2009,09,182.8,-,
Paraparaumu Aero,May-2009,00,97.5,-,
Paraparaumu Aero,May-2009,02,10.3,-,
Paraparaumu Aero,May-2009,09,140.7,-,
Paraparaumu Aero,Jun-2009,00,41.8,-,
Paraparaumu Aero,Jun-2009,02,8.2,-,
Paraparaumu Aero,Jun-2009,09,101.2,-,
Paraparaumu Aero,Jul-2009,00,56.1,-,
Paraparaumu Aero,Jul-2009,02,8.3,-,
Paraparaumu Aero,Jul-2009,09,89.7,-,
Paraparaumu Aero,Aug-2009,00,117.1,-,
Paraparaumu Aero,Aug-2009,02,10.4,-,
Paraparaumu Aero,Aug-2009,09,180.1,-,
Paraparaumu Aero,Sep-2009,00,92.0,-,
Paraparaumu Aero,Sep-2009,02,11.0,-,
Paraparaumu Aero,Sep-2009,09,164.7,-,
Paraparaumu Aero,Oct-2009,00,147.6,-,
Paraparaumu Aero,Oct-2009,02,11.5,-,
Paraparaumu Aero,Oct-2009,09,162.7,-,
Paraparaumu Aero,Nov-2009,00,106.2,-,
Paraparaumu Aero,Nov-2009,02,13.8,-,
Paraparaumu Aero,Nov-2009,09,180.6,-,
Paraparaumu Aero,Dec-2009,00,105.8,-,
Paraparaumu Aero,Dec-2009,02,15.5,-,
Paraparaumu Aero,Dec-2009,09,187.1,-,
Paraparaumu Aero,Jan-2010,00,44.6,-,
Paraparaumu Aero,Jan-2010,02,16.5,-,
Paraparaumu Aero,Jan-2010,09,188.5,-,
Paraparaumu Aero,Feb-2010,00,31.1,-,
Paraparaumu Aero,Feb-2010,02,18.1,-,
Paraparaumu Aero,Feb-2010,09,208.5,-,
Paraparaumu Aero,Mar-2010,00,32.7,-,
Paraparaumu Aero,Mar-2010,02,16.1,-,
Paraparaumu Aero,Mar-2010,09,215.9,-,
Paraparaumu Aero,Apr-2010,00,65.0,-,
Paraparaumu Aero,Apr-2010,02,14.6,-,
Paraparaumu Aero,Apr-2010,09,157.7,-,
Paraparaumu Aero,May-2010,00,69.9,-,
Paraparaumu Aero,May-2010,02,12.0,-,
Paraparaumu Aero,May-2010,09,126.2,-,
Paraparaumu Aero,Jun-2010,00,148.9,-,
Paraparaumu Aero,Jun-2010,02,10.1,-,
Paraparaumu Aero,Jun-2010,09,80.5,-,
Paraparaumu Aero,Jul-2010,00,38.0,-,
Paraparaumu Aero,Jul-2010,02,7.6,-,
Paraparaumu Aero,Jul-2010,09,130.9,-,
Paraparaumu Aero,Aug-2010,00,115.2,-,
Paraparaumu Aero,Aug-2010,02,10.6,-,
Paraparaumu Aero,Aug-2010,09,131.3,-,
Paraparaumu Aero,Sep-2010,00,241.1,-,
Paraparaumu Aero,Sep-2010,02,12.1,-,
Paraparaumu Aero,Sep-2010,09,142.5,-,
Paraparaumu Aero,Oct-2010,00,55.7,-,
Paraparaumu Aero,Oct-2010,02,12.0,-,
Paraparaumu Aero,Oct-2010,09,202.4,-,
Paraparaumu Aero,Nov-2010,00,19.3,-,
Paraparaumu Aero,Nov-2010,02,14.3,-,
Paraparaumu Aero,Nov-2010,09,255.4,-,
Paraparaumu Aero,Dec-2010,00,105.8,-,
Paraparaumu Aero,Dec-2010,02,17.5,-,
Paraparaumu Aero,Dec-2010,09,202.2,-,
Paraparaumu Aero,Jan-2011,00,65.2,-,
Paraparaumu Aero,Jan-2011,02,17.9,-,
Paraparaumu Aero,Jan-2011,09,238.1,-,
Paraparaumu Aero,Feb-2011,00,29.9,-,
Paraparaumu Aero,Feb-2011,02,18.2,-,
Paraparaumu Aero,Feb-2011,09,219.3,-,
Paraparaumu Aero,Mar-2011,00,81.7,-,
Paraparaumu Aero,Mar-2011,02,16.1,-,
Paraparaumu Aero,Mar-2011,09,218.3,-,
Paraparaumu Aero,Apr-2011,00,114.4,-,
Paraparaumu Aero,Apr-2011,02,13.4,-,
Paraparaumu Aero,Apr-2011,09,130.4,-,
Paraparaumu Aero,May-2011,00,112.7,-,
Paraparaumu Aero,May-2011,02,13.8,-,
Paraparaumu Aero,May-2011,09,119.0,-,
Paraparaumu Aero,Jun-2011,00,118.9,-,
Paraparaumu Aero,Jun-2011,02,10.7,-,
Paraparaumu Aero,Jun-2011,09,101.3,-,
Paraparaumu Aero,Jul-2011,00,79.8,-,
Paraparaumu Aero,Jul-2011,02,8.9,-,
Paraparaumu Aero,Jul-2011,09,116.2,-,
Paraparaumu Aero,Aug-2011,00,56.6,-,
Paraparaumu Aero,Aug-2011,02,8.7,-,
Paraparaumu Aero,Aug-2011,09,147.3,-,
Paraparaumu Aero,Sep-2011,00,36.6,-,
Paraparaumu Aero,Sep-2011,02,10.0,-,
Paraparaumu Aero,Sep-2011,09,185.6,-,
Paraparaumu Aero,Oct-2011,00,130.7,-,
Paraparaumu Aero,Oct-2011,02,13.1,-,
Paraparaumu Aero,Oct-2011,09,150.3,-,
Paraparaumu Aero,Nov-2011,00,71.2,-,
Paraparaumu Aero,Nov-2011,02,14.0,-,
Paraparaumu Aero,Nov-2011,09,220.3,-,
Paraparaumu Aero,Dec-2011,00,136.7,-,
Paraparaumu Aero,Dec-2011,02,15.6,-,
Paraparaumu Aero,Dec-2011,09,203.0,-,
Paraparaumu Aero,Jan-2012,00,49.8,-,
Paraparaumu Aero,Jan-2012,02,16.9,-,
Paraparaumu Aero,Jan-2012,09,237.6,-,
Paraparaumu Aero,Feb-2012,00,86.4,-,
Paraparaumu Aero,Feb-2012,02,16.7,-,
Paraparaumu Aero,Feb-2012,09,187.3,-,
Paraparaumu Aero,Mar-2012,00,87.6,-,
Paraparaumu Aero,Mar-2012,02,14.7,-,
Paraparaumu Aero,Mar-2012,09,187.2,-,
Paraparaumu Aero,Apr-2012,00,29.6,-,
Paraparaumu Aero,Apr-2012,02,13.8,-,
Paraparaumu Aero,Apr-2012,09,192.0,-,
Paraparaumu Aero,May-2012,00,83.9,-,
Paraparaumu Aero,May-2012,02,10.4,-,
Paraparaumu Aero,May-2012,09,154.6,-,
Paraparaumu Aero,Jun-2012,00,117.8,-,
Paraparaumu Aero,Jun-2012,02,9.3,-,
Paraparaumu Aero,Jun-2012,09,125.0,-,
Paraparaumu Aero,Jul-2012,00,98.8,-,
Paraparaumu Aero,Jul-2012,02,8.8,-,
Paraparaumu Aero,Jul-2012,09,116.2,-,
Paraparaumu Aero,Aug-2012,00,87.4,-,
Paraparaumu Aero,Aug-2012,02,9.9,-,
Paraparaumu Aero,Aug-2012,09,147.2,-,
Paraparaumu Aero,Sep-2012,00,60.2,-,
Paraparaumu Aero,Sep-2012,02,11.1,-,
Paraparaumu Aero,Sep-2012,09,172.6,-,
Paraparaumu Aero,Oct-2012,00,72.8,-,
Paraparaumu Aero,Oct-2012,02,12.9,-,
Paraparaumu Aero,Oct-2012,09,204.2,-,
Paraparaumu Aero,Nov-2012,00,46.6,-,
Paraparaumu Aero,Nov-2012,02,13.1,-,
Paraparaumu Aero,Nov-2012,09,232.0,-,
Paraparaumu Aero,Dec-2012,00,117.2,-,
Paraparaumu Aero,Dec-2012,02,17.2,-,
Paraparaumu Aero,Dec-2012,09,204.0,-,
Paraparaumu Aero,Jan-2013,00,79.2,-,
Paraparaumu Aero,Jan-2013,02,16.9,-,
Paraparaumu Aero,Jan-2013,09,274.1,-,
Paraparaumu Aero,Feb-2013,00,67.4,-,
Paraparaumu Aero,Feb-2013,02,16.7,-,
Paraparaumu Aero,Feb-2013,09,273.2,-,
Paraparaumu Aero,Mar-2013,00,95.6,-,
Paraparaumu Aero,Mar-2013,02,16.3,-,
Paraparaumu Aero,Mar-2013,09,248.8,-,
Paraparaumu Aero,Apr-2013,00,71.3,-,
Paraparaumu Aero,Apr-2013,02,15.7,-,
Paraparaumu Aero,Apr-2013,09,127.6,-,
Paraparaumu Aero,May-2013,00,113.7,-,
Paraparaumu Aero,May-2013,02,11.9,-,
Paraparaumu Aero,May-2013,09,133.4,-,
Paraparaumu Aero,Jun-2013,00,163.4,-,
Paraparaumu Aero,Jun-2013,02,10.0,-,
Paraparaumu Aero,Jun-2013,09,82.7,-,
Paraparaumu Aero,Jul-2013,00,44.9,-,
Paraparaumu Aero,Jul-2013,02,10.4,-,
Paraparaumu Aero,Jul-2013,09,127.1,-,
Paraparaumu Aero,Aug-2013,00,69.5,-,
Paraparaumu Aero,Aug-2013,02,10.7,-,
Paraparaumu Aero,Aug-2013,09,124.6,-,
Paraparaumu Aero,Sep-2013,00,104.6,-,
Paraparaumu Aero,Sep-2013,02,11.5,-,
Paraparaumu Aero,Sep-2013,09,142.1,-,
Paraparaumu Aero,Oct-2013,00,148.8,-,
Paraparaumu Aero,Oct-2013,02,13.4,-,
Paraparaumu Aero,Oct-2013,09,144.8,-,
Paraparaumu Aero,Nov-2013,00,25.1,-,
Paraparaumu Aero,Nov-2013,02,15.1,-,
Paraparaumu Aero,Nov-2013,09,228.4,-,
Paraparaumu Aero,Dec-2013,00,46.7,-,
Paraparaumu Aero,Dec-2013,02,17.5,-,
Paraparaumu Aero,Dec-2013,09,223.7,-,
Paraparaumu Aero,Jan-2014,00,97.3,-,
Paraparaumu Aero,Jan-2014,02,16.6,-,
Paraparaumu Aero,Jan-2014,09,256.5,-,
Paraparaumu Aero,Feb-2014,00,15.0,-,
Paraparaumu Aero,Feb-2014,02,17.0,-,
Paraparaumu Aero,Feb-2014,09,225.8,-,
Paraparaumu Aero,Mar-2014,00,35.0,-,
Paraparaumu Aero,Mar-2014,02,15.6,-,
Paraparaumu Aero,Mar-2014,09,200.7,-,
Paraparaumu Aero,Apr-2014,00,115.1,-,
Paraparaumu Aero,Apr-2014,02,14.9,-,
Paraparaumu Aero,Apr-2014,09,122.7,-,
Paraparaumu Aero,May-2014,00,134.2,-,
Paraparaumu Aero,May-2014,02,12.5,-,
Paraparaumu Aero,May-2014,09,126.1,-,
Paraparaumu Aero,Jun-2014,00,98.6,-,
Paraparaumu Aero,Jun-2014,02,11.1,-,
Paraparaumu Aero,Jun-2014,09,112.6,-,
Paraparaumu Aero,Jul-2014,02,8.6,-,
Paraparaumu Aero,Aug-2014,00,83.8,-,
Paraparaumu Aero,Aug-2014,02,9.1,-,
Paraparaumu Aero,Aug-2014,09,174.0,-,
Paraparaumu Aero,Sep-2014,00,96.6,-,
Paraparaumu Aero,Sep-2014,02,11.3,-,
Paraparaumu Aero,Sep-2014,09,176.5,-,
Paraparaumu Aero,Oct-2014,00,54.4,-,
Paraparaumu Aero,Oct-2014,02,12.3,-,
Paraparaumu Aero,Oct-2014,09,206.6,-,
Paraparaumu Aero,Nov-2014,00,50.0,-,
Paraparaumu Aero,Nov-2014,02,13.7,-,
Paraparaumu Aero,Nov-2014,09,230.6,-,
Paraparaumu Aero,Dec-2014,00,144.0,-,
Paraparaumu Aero,Dec-2014,02,15.7,-,
Paraparaumu Aero,Dec-2014,09,160.7,-,
Paraparaumu Aero,Jan-2015,00,5.4,-,
Paraparaumu Aero,Jan-2015,02,18.5,-,
Paraparaumu Aero,Jan-2015,09,303.1,-,
Paraparaumu Aero,Feb-2015,00,18.8,-,
Paraparaumu Aero,Feb-2015,02,17.4,-,
Paraparaumu Aero,Feb-2015,09,223.5,-,
Paraparaumu Aero,Mar-2015,00,64.9,-,
Paraparaumu Aero,Mar-2015,02,17.2,-,
Paraparaumu Aero,Mar-2015,09,213.0,-,
Paraparaumu Aero,Apr-2015,00,201.5,-,
Paraparaumu Aero,Apr-2015,02,14.7,-,
Paraparaumu Aero,Apr-2015,09,135.5,-,
Paraparaumu Aero,May-2015,00,251.8,-,
Paraparaumu Aero,May-2015,02,12.3,-,
Paraparaumu Aero,May-2015,09,125.1,-,
Paraparaumu Aero,Jun-2015,00,153.8,-,
Paraparaumu Aero,Jun-2015,02,10.4,-,
Paraparaumu Aero,Jun-2015,09,108.5,-,
Paraparaumu Aero,Jul-2015,00,94.6,-,
Paraparaumu Aero,Jul-2015,02,8.9,-,
Paraparaumu Aero,Jul-2015,09,138.8,-,
Paraparaumu Aero,Aug-2015,00,127.6,-,
Paraparaumu Aero,Aug-2015,02,9.6,-,
Paraparaumu Aero,Aug-2015,09,139.4,-,
Paraparaumu Aero,Sep-2015,00,63.7,-,
Paraparaumu Aero,Sep-2015,02,10.7,-,
Paraparaumu Aero,Sep-2015,09,166.4,-,
Paraparaumu Aero,Oct-2015,00,90.4,-,
Paraparaumu Aero,Oct-2015,02,13.0,-,
Paraparaumu Aero,Oct-2015,09,186.2,-,
Paraparaumu Aero,Nov-2015,00,50.9,-,
Paraparaumu Aero,Nov-2015,02,13.6,-,
Paraparaumu Aero,Nov-2015,09,190.9,-,
Paraparaumu Aero,Dec-2015,00,29.0,-,
Paraparaumu Aero,Dec-2015,02,15.4,-,
Paraparaumu Aero,Dec-2015,09,244.2,-,
Paraparaumu Aero,Jan-2016,00,62.1,-,
Paraparaumu Aero,Jan-2016,02,18.3,-,
Paraparaumu Aero,Jan-2016,09,208.5,-,
Paraparaumu Aero,Feb-2016,00,64.7,-,
Paraparaumu Aero,Feb-2016,02,19.8,-,
Paraparaumu Aero,Feb-2016,09,218.3,-,
Paraparaumu Aero,Mar-2016,00,21.7,-,
Paraparaumu Aero,Mar-2016,02,17.3,-,
Paraparaumu Aero,Mar-2016,09,188.6,-,
Paraparaumu Aero,Apr-2016,00,76.8,-,
Paraparaumu Aero,Apr-2016,02,15.1,-,
Paraparaumu Aero,Apr-2016,09,192.1,-,
Paraparaumu Aero,May-2016,00,216.1,-,
Paraparaumu Aero,May-2016,02,14.4,-,
Paraparaumu Aero,May-2016,09,94.5,-,
Paraparaumu Aero,Jun-2016,00,107.2,-,
Paraparaumu Aero,Jun-2016,02,11.4,-,
Paraparaumu Aero,Jun-2016,09,99.9,-,
Paraparaumu Aero,Jul-2016,00,108.2,-,
Paraparaumu Aero,Jul-2016,02,10.1,-,
Paraparaumu Aero,Jul-2016,09,148.7,-,
Paraparaumu Aero,Aug-2016,00,93.4,-,
Paraparaumu Aero,Aug-2016,02,8.8,-,
Paraparaumu Aero,Aug-2016,09,170.5,-,
Paraparaumu Aero,Sep-2016,00,185.1,-,
Paraparaumu Aero,Sep-2016,02,11.7,-,
Paraparaumu Aero,Sep-2016,09,114.7,-,
Paraparaumu Aero,Oct-2016,00,101.7,-,
Paraparaumu Aero,Oct-2016,02,13.2,-,
Paraparaumu Aero,Oct-2016,09,167.7,-,
Paraparaumu Aero,Nov-2016,00,189.7,-,
Paraparaumu Aero,Nov-2016,02,14.8,-,
Paraparaumu Aero,Nov-2016,09,155.2,-,
Paraparaumu Aero,Dec-2016,00,72.8,-,
Paraparaumu Aero,Dec-2016,02,15.9,-,
Paraparaumu Aero,Dec-2016,09,213.0,-,
Paraparaumu Aero,Jan-2017,00,78.4,-,
Paraparaumu Aero,Jan-2017,02,16.6,-,
Paraparaumu Aero,Jan-2017,09,179.8,-,
Paraparaumu Aero,Feb-2017,00,101.4,-,
Paraparaumu Aero,Feb-2017,02,16.9,-,
Paraparaumu Aero,Feb-2017,09,191.7,-,
Paraparaumu Aero,Mar-2017,00,143.1,-,
Paraparaumu Aero,Mar-2017,02,16.5,-,
Paraparaumu Aero,Mar-2017,09,148.1,-,
Paraparaumu Aero,Apr-2017,00,176.6,-,
Paraparaumu Aero,Apr-2017,02,14.5,-,
Paraparaumu Aero,Apr-2017,09,139.0,-,
Paraparaumu Aero,May-2017,00,103.1,-,
Paraparaumu Aero,May-2017,02,11.6,-,
Paraparaumu Aero,May-2017,09,122.9,-,
Paraparaumu Aero,Jun-2017,00,12.6,-,
Paraparaumu Aero,Jun-2017,02,9.2,-,
Paraparaumu Aero,Jun-2017,09,139.4,-,
Paraparaumu Aero,Jul-2017,00,185.1,-,
Paraparaumu Aero,Jul-2017,02,8.9,-,
Paraparaumu Aero,Jul-2017,09,120.0,-,
Paraparaumu Aero,Aug-2017,00,152.2,-,
Paraparaumu Aero,Aug-2017,02,10.8,-,
Paraparaumu Aero,Aug-2017,09,140.5,-,
Paraparaumu Aero,Sep-2017,00,97.3,-,
Paraparaumu Aero,Sep-2017,02,11.7,-,
Paraparaumu Aero,Sep-2017,09,144.0,-,
Paraparaumu Aero,Oct-2017,00,45.5,-,
Paraparaumu Aero,Oct-2017,02,13.7,-,
Paraparaumu Aero,Oct-2017,09,197.9,-,
Paraparaumu Aero,Nov-2017,00,22.0,-,
Paraparaumu Aero,Nov-2017,02,14.8,-,
Paraparaumu Aero,Nov-2017,09,281.1,-,
Paraparaumu Aero,Dec-2017,00,17.2,-,
Paraparaumu Aero,Dec-2017,02,18.4,-,
Paraparaumu Aero,Dec-2017,09,277.0,-,
Paraparaumu Aero,Jan-2018,00,69.4,-,
Paraparaumu Aero,Jan-2018,02,21.2,-,
Paraparaumu Aero,Jan-2018,09,238.4,-,
Paraparaumu Aero,Feb-2018,00,181.6,-,
Paraparaumu Aero,Feb-2018,02,19.5,-,
Paraparaumu Aero,Feb-2018,09,188.4,-,
Paraparaumu Aero,Mar-2018,00,119.9,-,
Paraparaumu Aero,Mar-2018,02,17.3,-,
Paraparaumu Aero,Mar-2018,09,172.8,-,
Paraparaumu Aero,Apr-2018,00,121.6,-,
Paraparaumu Aero,Apr-2018,02,14.4,-,
Paraparaumu Aero,Apr-2018,09,153.3,-,
Paraparaumu Aero,May-2018,00,85.0,-,
Paraparaumu Aero,May-2018,02,12.6,-,
Paraparaumu Aero,May-2018,09,124.9,-,
Paraparaumu Aero,Jun-2018,00,75.8,-,
Paraparaumu Aero,Jun-2018,02,9.5,-,
Paraparaumu Aero,Jun-2018,09,99.3,-,
Paraparaumu Aero,Jul-2018,00,173.8,-,
Paraparaumu Aero,Jul-2018,02,10.0,-,
Paraparaumu Aero,Jul-2018,09,106.1,-,
Paraparaumu Aero,Aug-2018,00,111.3,-,
Paraparaumu Aero,Aug-2018,02,10.5,-,
Paraparaumu Aero,Aug-2018,09,125.7,-,
Paraparaumu Aero,Sep-2018,00,39.8,-,
Paraparaumu Aero,Sep-2018,02,11.0,-,
Paraparaumu Aero,Sep-2018,09,170.2,-,
Paraparaumu Aero,Oct-2018,00,85.7,-,
Paraparaumu Aero,Oct-2018,02,12.7,-,
Paraparaumu Aero,Oct-2018,09,166.3,-,
Paraparaumu Aero,Nov-2018,00,98.0,-,
Paraparaumu Aero,Nov-2018,02,14.8,-,
Paraparaumu Aero,Nov-2018,09,206.0,-,
Paraparaumu Aero,Dec-2018,00,85.7,-,
Paraparaumu Aero,Dec-2018,02,17.2,-,
Paraparaumu Aero,Dec-2018,09,218.6,-,
Paraparaumu Aero,Jan-2019,00,16.9,-,
Paraparaumu Aero,Jan-2019,02,19.3,-,
Paraparaumu Aero,Jan-2019,09,236.6,-,
Paraparaumu Aero,Feb-2019,00,22.0,-,
Paraparaumu Aero,Feb-2019,02,18.1,-,
Paraparaumu Aero,Feb-2019,09,232.9,-,
Paraparaumu Aero,Mar-2019,00,87.5,-,
Paraparaumu Aero,Mar-2019,02,17.1,-,
Paraparaumu Aero,Mar-2019,09,210.2,-,
Paraparaumu Aero,Apr-2019,00,104.8,-,
Paraparaumu Aero,Apr-2019,02,13.3,-,
Paraparaumu Aero,Apr-2019,09,161.7,-,
Paraparaumu Aero,May-2019,00,77.1,-,
Paraparaumu Aero,May-2019,02,13.7,-,
Paraparaumu Aero,May-2019,09,152.1,-,
Paraparaumu Aero,Jun-2019,00,59.9,-,
Paraparaumu Aero,Jun-2019,02,10.0,-,
Paraparaumu Aero,Jun-2019,09,129.4,-,
Paraparaumu Aero,Jul-2019,00,161.3,-,
Paraparaumu Aero,Jul-2019,02,10.7,-,
Paraparaumu Aero,Jul-2019,09,111.6,-,
Paraparaumu Aero,Aug-2019,00,109.9,-,
Paraparaumu Aero,Aug-2019,02,9.9,-,
Paraparaumu Aero,Aug-2019,09,173.9,-,
Paraparaumu Aero,Sep-2019,00,41.8,-,
Paraparaumu Aero,Sep-2019,02,10.9,-,
Paraparaumu Aero,Sep-2019,09,162.0,-,
Paraparaumu Aero,Oct-2019,00,120.6,-,
Paraparaumu Aero,Oct-2019,02,12.2,-,
Paraparaumu Aero,Oct-2019,09,161.9,-,
Paraparaumu Aero,Nov-2019,00,76.0,-,
Paraparaumu Aero,Nov-2019,02,15.1,-,
Paraparaumu Aero,Nov-2019,09,205.1,-,
Paraparaumu Aero,Dec-2019,00,152.0,-,
Paraparaumu Aero,Dec-2019,02,16.6,-,
Paraparaumu Aero,Dec-2019,09,246.4,-,
Paraparaumu Aero,Jan-2020,00,30.9,-,
Paraparaumu Aero,Jan-2020,02,17.0,-,
Paraparaumu Aero,Jan-2020,09,220.9,-,
Paraparaumu Aero,Feb-2020,00,47.5,-,
Paraparaumu Aero,Feb-2020,02,18.4,-,
Paraparaumu Aero,Mar-2020,00,70.0,-,
Paraparaumu Aero,Mar-2020,02,15.5,-,
Paraparaumu Aero,Mar-2020,09,199.2,-,
Paraparaumu Aero,Apr-2020,00,38.5,-,
Paraparaumu Aero,Apr-2020,02,14.1,-,
Paraparaumu Aero,Apr-2020,09,204.0,-,
Paraparaumu Aero,May-2020,00,132.3,-,
Paraparaumu Aero,May-2020,02,11.8,-,
Paraparaumu Aero,May-2020,09,157.2,-,
Paraparaumu Aero,Jun-2020,00,163.1,-,
Paraparaumu Aero,Jun-2020,02,10.9,-,
Paraparaumu Aero,Jun-2020,09,119.2,-,
Paraparaumu Aero,Jul-2020,00,88.1,-,
Paraparaumu Aero,Jul-2020,02,9.0,-,
Paraparaumu Aero,Jul-2020,09,140.6,-,
Paraparaumu Aero,Aug-2020,00,73.2,-,
Paraparaumu Aero,Aug-2020,02,10.5,-,
Paraparaumu Aero,Aug-2020,09,153.9,-,
Paraparaumu Aero,Sep-2020,00,119.9,-,
Paraparaumu Aero,Sep-2020,02,11.4,-,
Paraparaumu Aero,Sep-2020,09,165.2,-,
Paraparaumu Aero,Oct-2020,00,76.1,-,
Paraparaumu Aero,Oct-2020,02,13.0,-,
Paraparaumu Aero,Oct-2020,09,159.4,-,
Paraparaumu Aero,Nov-2020,00,193.1,-,
Paraparaumu Aero,Nov-2020,02,14.6,-,
Paraparaumu Aero,Nov-2020,09,144.4,-,
Paraparaumu Aero,Dec-2020,00,110.9,-,
Paraparaumu Aero,Dec-2020,02,15.6,-,
Paraparaumu Aero,Dec-2020,09,197.1,-,
Paraparaumu Aero,Jan-2021,00,38.9,-,
Paraparaumu Aero,Jan-2021,02,17.0,-,
Paraparaumu Aero,Jan-2021,09,253.8,-,
Paraparaumu Aero,Feb-2021,00,27.0,-,
Paraparaumu Aero,Feb-2021,02,16.3,-,
Paraparaumu Aero,Feb-2021,09,254.1,-,
Paraparaumu Aero,Mar-2021,02,15.8,-,
Paraparaumu Aero,Apr-2021,02,14.9,-,
Paraparaumu Aero,May-2021,00,135.0,-,
Paraparaumu Aero,May-2021,02,12.4,-,
Paraparaumu Aero,May-2021,09,156.8,-,
Paraparaumu Aero,Jun-2021,00,86.0,-,
Paraparaumu Aero,Jun-2021,02,11.9,-,
Paraparaumu Aero,Jun-2021,09,84.7,-,
Paraparaumu Aero,Jul-2021,00,146.3,-,
Paraparaumu Aero,Jul-2021,02,9.3,-,
Paraparaumu Aero,Jul-2021,09,153.6,-,
Paraparaumu Aero,Aug-2021,02,10.3,-,
Paraparaumu Aero,Sep-2021,02,11.2,-,
Paraparaumu Aero,Oct-2021,00,95.5,-,
Paraparaumu Aero,Oct-2021,02,13.6,-,
Paraparaumu Aero,Oct-2021,09,159.8,-,
Paraparaumu Aero,Nov-2021,00,72.3,-,
Paraparaumu Aero,Nov-2021,02,15.7,-,
Paraparaumu Aero,Nov-2021,09,209.9,-,
Paraparaumu Aero,Dec-2021,02,18.4,-,
Paraparaumu Aero,Dec-2021,09,188.6,-,
Paraparaumu Aero,Jan-2022,00,8.2,-,
Paraparaumu Aero,Jan-2022,02,18.0,-,
Paraparaumu Aero,Jan-2022,09,327.7,-,
Paraparaumu Aero,Feb-2022,00,212.9,-,
Paraparaumu Aero,Feb-2022,02,18.4,-,
Paraparaumu Aero,Mar-2022,00,39.3,-,
Paraparaumu Aero,Mar-2022,02,16.0,-,
Paraparaumu Aero,Mar-2022,09,252.9,-,

UserName is = sba20180
Total number of rows output = 968
Number of rows remaining in subscription = 1997314
Copyright NIWA 2022 Subject to NIWA's Terms and Conditions
See: http://clifloecd1.niwa.co.nz/pls/niwp/doc/terms.html
Comments to: cliflo@niwa.co.nz
