,bullocks_200-249kg,bullocks_250-299kg,bullocks_300-349kg,bullocks_350-399kg,bullocks_400-449kg,bullocks_450-499kg,bullocks_500-549kg,bullocks_550kg+,heifers_200-249kg,heifers_250-299kg,heifers_300-349kg,heifers_350-399kg,heifers_400-449kg,target_cattle,feeding_stuffs,fertilisers,cereals,compound_feeding_stuffs_for_cattle_excluding_calves,compound_feeding_stuffs_for_pigs,compound_feeding_stuffs_for_poultry,npk_fertilisers,pk_fertilisers,electricity,motor_fuel,cattle,milk,other_goods_and_services,pigs,plant_protection_products,potatoes,poultry,seeds,sheep,straight_feeding_stuffs,straight_fertilisers,crop_output,vegetables,veterinary_expenses,cents_per_kg,eurgbp,eurusd,pbeefusdm,sunshine,rain,temp,petrol,diesel,brent_price,crude_price,all_items,food_and_non-alcoholic_beverages,ale_draught_bar_1_pint,best_back_rashers_per_kg,brandy_take_home_70cl_bottle,broccoli_per_kg,butter_per_lb,carrots_per_kg,cooked_ham_per_kg,diesel_per_ltr,ham_fillet_per_kg,irish_cheddar_per_kg,jam_per_lb,lamb_gigot_chops_per_kg,lamb_loin_chops_per_kg,lambs_liver_per_kg,marmalade_per_lb,mushrooms_per_kg,onions_per_kg,petrol_unleaded_per_ltr,pork_loin_chops_per_kg,pork_sausages_per_kg,pork_steak_per_kg,potatoes_10_kg,sherry_take_home_75cl_bottle,sirloin_steak_per_kg,stout_draught_bar_1_pint,tomatoes_per_kg,vodka_take_home_70cl_bottle,whiskey_take_home_70cl_bottle
2003-05-31,191.92,185.0,170.7,161.95,150.11,150.72,149.02,143.46,155.41,163.43,159.1,162.33,159.52,161.74384615384616,71.43934630430394,57.344449254985264,68.16108285090921,75.5816129498267,64.79595151812943,67.01392163391142,55.89026279526935,51.76981653776136,58.84391108793253,56.12919555407808,56.80003130032926,97.44888704856083,74.74659479983981,83.58342539168306,98.03261119019024,83.66802532165791,76.94530359637743,81.41496418275521,94.36868756087227,71.76964052047181,59.55828902013474,77.57588298574686,79.40599732096865,84.36499468714283,122.386,0.7204,1.1787,79.3,12.3,91.5,12.3,89.2,82.6,25.86,28.07,85.4,103.3,3.435,10.801,29.419,3.189,1.965,1.426,14.751,0.829,9.115,8.991,1.593,10.373,16.668,5.415,1.574,4.096,1.2,0.882,9.048,4.705,11.605,6.389,11.455,12.838,3.386,2.547,20.443,23.826
2003-06-30,202.3,186.07,169.34,155.71,155.8,152.3,152.56,145.33,165.02,161.46,163.68,163.29,159.49,164.0269230769231,71.41774873909971,56.61497495087332,68.16108285090921,75.61409414075423,64.551100172157,67.01392163391142,55.162159813722866,51.60150902363616,58.84391108793253,54.50436321861404,58.40159143444716,97.49259263402138,75.08226441590745,81.83234753938471,98.0760794915841,68.49612842391339,75.22526063641904,81.41496418275521,80.44294325318259,71.8884341704293,58.682380008487364,73.58486995511004,76.5822447561666,84.38852397438224,119.3125,0.6957,1.1511,78.25,13.7,105.6,15.5,86.4,79.3,27.65,30.52,85.5,103.6,3.441,11.038,29.414,3.525,1.942,1.433,14.538,0.792,9.236,9.105,1.591,10.71,17.457,5.473,1.563,4.132,1.373,0.856,9.115,4.739,11.021,6.494,11.523,12.981,3.4,2.328,20.329,23.865
2003-07-31,208.29,185.76,172.52,162.24,157.24,157.34,155.41,151.15,163.08,169.12,165.75,165.32,151.25,166.49769230769232,71.41234934779865,56.261336301369546,68.16108285090921,75.61409414075423,64.551100172157,67.01392163391142,55.072332166924795,51.3480634979798,58.84391108793253,55.16454231872734,58.008581862365226,97.21579059277117,75.15780650171523,80.7248660463487,98.0712496803181,77.78119873780108,74.11334254514554,81.41496418275521,70.60226152625661,71.8293888059534,57.84321890365051,75.77689040573094,77.55314130731902,85.06499098251537,117.96000000000001,0.6974,1.1231,81.0,9.0,76.5,16.7,85.0,77.8,28.35,30.7,84.9,104.0,3.46,11.013,29.457,3.473,1.929,1.403,14.612,0.779,9.049,9.172,1.597,10.105,16.341,5.472,1.587,4.167,1.421,0.846,8.666,4.693,11.687,6.698,11.517,12.293,3.411,2.568,20.901,23.869
2003-08-31,206.8,197.1,180.77,162.51,163.01,155.32,159.56,155.94,173.17,173.83,167.4,151.96,148.02,168.87615384615384,71.43192214126498,56.20685274338608,80.9482039162989,75.67481984553179,64.551100172157,67.01392163391142,55.028915470972414,51.3480634979798,58.84391108793253,56.0692321966604,57.72812432735841,97.666374366686,75.3726087804904,80.03435000752528,98.0741475670777,40.0364554970834,74.63785917689025,81.41496418275521,70.75320779146728,71.77456096751146,57.757138190436876,74.47075337926225,83.83061748156398,85.08263794794493,116.7,0.6961,1.098,91.125,14.0,11.1,18.0,85.3,77.9,29.89,31.6,85.4,103.9,3.465,10.978,29.487,3.477,1.932,1.364,15.088,0.776,8.935,9.263,1.608,10.132,16.467,5.501,1.585,4.107,1.394,0.847,9.147,4.729,11.803,6.794,11.535,12.4,3.413,2.605,21.046,23.923
2003-09-30,216.32,202.59,175.42,172.01,163.38,165.84,160.4,158.67,178.56,172.73,153.74,148.46,141.31,169.95615384615382,71.65194733678311,56.429831749207295,80.9482039162989,75.75037392008062,64.99319288016275,67.38750164226404,55.13571056216566,51.58083967979623,58.84391108793253,57.57995950247524,56.017087348435204,100.19297344997737,75.43764066305533,83.3320067313935,98.07318160482451,87.6608380420085,75.35388869325016,81.41496418275521,68.80612781585096,71.90319551154828,58.19559609224427,85.5167214016107,88.35158615486907,85.08778497952855,121.5025,0.7017,1.166,97.0,10.8,37.3,15.2,86.9,79.1,27.11,28.31,85.5,103.4,3.47,11.074,29.393,3.482,1.954,1.297,15.049,0.786,9.141,9.301,1.613,9.607,15.968,5.507,1.585,4.191,1.333,0.865,9.044,4.703,11.689,6.665,11.531,13.018,3.414,2.779,21.006,23.927
2003-10-31,213.62,197.68,185.65,173.66,172.33,165.66,164.62,161.74,180.71,158.52,150.3,142.66,135.78,169.45615384615388,72.95050094468766,56.490873513244324,80.9482039162989,77.171072966737,66.00660539543746,68.80077380945563,55.25348458796756,51.296882265614244,58.84391108793253,56.18857674297718,56.19975376926202,100.30223741362877,75.39757051319211,86.54733269678664,98.06835179355853,72.62002332599009,75.35388869325016,80.9840027971751,67.1438162145186,72.95125073099574,58.21019457577174,80.2942675827907,81.71836162600339,85.28925450151603,125.9675,0.6835,1.1584,98.4,9.6,50.6,10.7,86.5,78.7,29.61,30.35,85.5,103.3,3.468,11.031,29.502,3.486,1.932,1.14,15.166,0.781,9.143,9.269,1.608,9.708,16.1,5.52,1.579,4.181,1.32,0.859,9.13,4.678,11.664,6.26,11.55,12.983,3.412,2.828,20.97,23.906
2003-11-30,214.52,201.51,186.46,185.24,172.74,170.56,166.74,159.21,160.26,154.86,144.91,134.82,137.57,168.41538461538462,73.605177139941,56.43992129698201,80.9482039162989,77.9153159066852,66.09502393703862,69.07494354439918,54.960047608427246,51.77621419180706,58.84391108793253,57.168948528330624,57.4329058694565,101.37926791247827,75.43304244913661,88.25857308530671,98.08767103862245,64.64033368219724,75.6690274324864,80.9840027971751,66.81021228384296,75.27018712868664,58.49008274271191,78.56368837989606,81.34779042327347,85.26351934359792,128.11399999999998,0.6963,1.1994,110.75,6.6,111.4,9.1,86.4,78.6,28.75,31.06,85.5,103.3,3.472,10.879,29.457,3.469,1.913,1.116,14.756,0.784,9.104,9.299,1.608,9.525,14.821,5.479,1.589,4.185,1.314,0.856,9.19,4.678,11.37,6.223,11.497,12.6,3.416,2.644,21.062,23.873
2003-12-31,217.63,200.32,192.96,183.26,179.28,172.76,167.24,148.04,160.33,151.14,136.1,138.14,135.91,167.93153846153842,73.70101633553477,57.99825195078684,80.9482039162989,77.9153159066852,66.2842272498355,69.29465924422689,56.212145196295715,52.367751127416675,58.84391108793253,58.64241704895389,59.46068765217029,102.26690754099867,75.53288937994343,87.47864407222539,98.07897737834368,54.1131978652372,78.55386890708219,80.9840027971751,66.7030277509833,75.35313180735518,60.83540463079529,75.65611985224129,80.06561406182792,85.27381340676516,127.97749999999999,0.7049,1.2588,105.4,5.1,94.2,7.0,88.7,81.3,29.81,32.14,85.8,103.1,3.482,10.717,29.463,3.437,1.917,1.101,14.829,0.826,8.88,9.356,1.595,9.615,15.651,5.441,1.58,4.172,1.325,0.895,9.099,4.703,11.668,6.068,11.423,12.561,3.427,2.446,21.035,23.883
2004-01-31,217.42,208.98,187.24,184.86,185.82,171.53,156.36,150.88,160.44,142.01,137.08,136.79,148.73,168.31846153846152,74.36446654165233,59.81991980151176,80.9482039162989,78.84173596096609,66.87533302445576,69.09963781613774,57.650385630029064,52.61135410838735,60.60081300801215,58.25585715259124,61.309493244781066,104.63845585682287,75.46785749737846,83.98711169130291,98.10795624593959,45.08732401634753,78.55386890708219,82.19987909977078,72.43264354893697,76.47569665340318,63.67254439495882,73.37893172806127,78.67967776361799,83.50176396154684,123.208,0.6838,1.2469,107.06,6.8,107.5,6.4,90.6,83.5,31.28,34.22,85.4,103.2,3.487,11.119,29.761,3.433,1.923,1.096,14.817,0.826,8.719,9.397,1.595,9.726,15.35,5.383,1.582,4.196,1.143,0.894,9.177,4.676,11.765,6.083,11.52,13.078,3.431,2.534,21.089,23.967
2004-02-29,218.11,202.37,194.57,194.34,181.85,164.08,158.95,145.87,145.38,140.02,138.03,155.93,151.31,168.52384615384614,74.7646964218433,59.906185434985574,80.9482039162989,79.56267717698805,67.04289543546213,69.09963781613774,57.61545265627427,52.490290808753436,60.60081300801215,57.98049144328471,63.41723002650998,101.96096844277476,76.1030679058665,87.66986389836113,98.10795624593959,43.80914908208267,79.6593555955141,82.19987909977078,80.0497218900288,76.75475629265244,63.991697448628024,72.99707338841489,79.32447165636806,83.50176396154684,128.42000000000002,0.6687,1.249,99.5,10.2,28.1,6.7,90.8,83.4,30.86,34.5,86.1,103.0,3.49,11.307,29.563,3.363,1.919,0.998,14.742,0.83,8.583,9.41,1.614,9.961,15.559,5.343,1.563,4.19,1.225,0.9,9.117,4.684,11.837,5.86,11.517,13.241,3.427,2.492,20.857,23.972
2004-03-31,211.14,202.38,203.22,188.86,170.03,160.86,154.81,142.32,150.32,151.43,158.43,155.88,154.81,169.57615384615383,74.85918576961181,59.51672889088155,80.9482039162989,79.56267717698805,67.04289543546213,69.02618818737687,57.178790484339274,52.34609752910817,60.60081300801215,58.79669170638777,63.60174156269868,101.13888719244517,76.33823370342463,93.02136319924259,99.38882219367865,43.77106105192075,79.00621090693829,82.19987909977078,85.08232111039214,77.90122045289309,63.610626688963045,73.71611194387333,81.52566460058384,84.53999376098595,135.14499999999998,0.667,1.2315,97.25,9.3,69.0,8.0,90.4,82.8,33.63,36.72,86.5,103.0,3.493,10.88,29.627,3.163,1.86,1.099,15.048,0.825,8.522,9.287,1.618,10.059,15.819,5.322,1.578,4.245,1.253,0.897,9.209,4.644,11.907,5.967,11.547,13.109,3.43,2.469,20.991,23.63
2004-04-30,217.09,214.52,197.8,176.18,166.9,157.6,149.47,145.3,151.7,162.87,162.46,159.99,156.42,170.63846153846154,74.89900628045712,58.75295012433558,80.9482039162989,79.70389974623816,66.08945913372106,69.654942337028,56.47464154193893,52.04393140725767,60.60081300801215,60.80342659006553,65.60676692261589,96.50297330609298,76.48012144720273,91.3836007994691,100.13068120413384,47.911774045237756,81.69167889344583,82.19987909977078,88.5578905782675,78.28782700600917,62.610882265324165,74.32415328543091,81.22920763839988,85.04660872685959,133.93875,0.6734,1.1982,102.1,13.5,43.9,9.8,92.5,84.8,33.59,36.62,86.7,102.7,3.494,11.001,29.665,2.985,1.859,1.084,15.235,0.842,8.236,9.294,1.579,10.312,16.416,5.498,1.57,4.234,1.253,0.921,9.197,4.665,11.231,5.309,11.525,13.33,3.433,2.556,21.021,23.948
2004-05-31,228.99,211.29,180.86,171.23,163.3,152.81,150.79,142.53,167.37,173.04,163.84,160.66,151.64,170.6423076923077,75.41532307362083,57.987657925623395,80.9482039162989,79.94397811396341,67.5703151276704,69.98926478518084,55.89026279526935,51.93221852507514,60.60081300801215,65.11205579636058,66.7673444852428,97.85576523701509,76.78163290273118,89.60684991495806,100.00993592248422,55.798469537466445,81.16930606264833,82.19987909977078,84.81340843623535,78.39256223585335,61.38813342090379,76.29278311688023,82.37797836686266,85.10175549382694,130.85399999999998,0.6653,1.2186,114.625,13.6,35.8,12.1,94.4,86.0,37.57,40.28,86.9,103.1,3.494,10.953,29.691,3.491,1.843,1.148,14.91,0.864,8.509,9.302,1.598,11.063,16.944,5.483,1.561,4.182,1.281,0.948,9.197,4.624,11.244,5.339,11.52,13.196,3.434,2.46,21.024,24.007
2004-06-30,232.26,183.79,179.88,169.34,158.02,156.54,149.05,144.88,181.95,169.36,162.79,154.31,150.58,168.67307692307693,75.88844473637607,57.357061189703664,80.9482039162989,80.11062074567857,69.38567763215275,70.05954848166752,55.3732547836983,51.75505272073284,60.60081300801215,65.1091449537675,68.55464623245734,97.50716116250823,76.74813162989467,90.44432193127469,100.03505094106735,56.77292952992069,82.00610303236635,82.19987909977078,77.37137702454746,78.34195192344544,60.44879651530955,76.04356295736696,81.02909918892573,85.12528478106637,130.3475,0.67,1.2187,116.75,14.2,68.3,15.1,100.4,91.6,35.18,38.05,87.4,103.6,3.514,11.005,29.645,3.49,1.842,1.192,15.276,0.916,8.401,9.328,1.596,11.529,16.557,5.469,1.594,4.167,1.299,0.997,9.176,4.892,12.006,6.01,11.618,13.44,3.457,2.404,21.151,24.031
2004-07-31,198.69,184.2,180.86,162.43,159.17,154.94,147.01,151.11,173.81,169.73,155.9,155.51,140.06,164.10923076923078,75.765608584277,56.4848197845795,80.9482039162989,79.9312680827309,69.31086194310562,70.02725597247094,54.73697561887874,51.859383694401096,60.60081300801215,63.927925029490694,65.75929645919854,97.09195810063291,76.87491095651123,94.53518682281701,100.11619177033589,58.78516468185159,80.28177247051359,82.19987909977078,71.88403632453692,78.24986927170323,58.97787345092244,76.70396147529287,81.79988729060398,85.6811641920975,137.81,0.6603,1.202,120.3,11.2,66.6,14.9,98.3,88.6,38.22,40.81,87.1,103.2,3.59,11.137,29.673,3.046,1.831,1.139,15.281,0.905,8.494,9.343,1.628,9.895,16.829,5.494,1.632,4.197,1.337,0.975,8.945,4.938,11.848,5.922,11.643,13.27,3.538,2.117,20.673,24.01
2004-08-31,189.66,197.55,176.91,160.06,163.48,151.74,154.19,154.25,174.42,159.12,157.24,142.63,137.17,162.95538461538462,75.47539130184511,56.53930334256296,74.9650822605359,79.4532296858192,68.8582579399445,69.96393732698746,54.627186272792216,51.93123427060659,60.60081300801215,66.38351184102326,63.455362410655646,97.04825251517235,77.16985353501289,94.06333419628767,100.10556618555071,33.473937365159294,80.54831838828032,82.19987909977078,68.3685104923411,79.06877224330368,59.30709442426576,70.21516208404411,83.56380621559842,85.70616405978939,136.8725,0.6764,1.2188,126.75,10.2,88.1,16.3,99.5,92.4,42.74,44.88,87.7,103.3,3.609,10.961,29.659,3.39,1.834,1.142,15.613,0.918,8.271,9.363,1.635,10.072,14.982,5.511,1.645,4.194,1.327,0.99,9.215,5.007,11.833,6.246,11.641,12.995,3.551,2.393,20.955,23.971
2004-09-30,204.0,194.11,169.46,165.94,159.78,157.63,157.52,154.5,160.37,163.94,146.59,140.23,133.85,162.14769230769232,74.70395326970637,56.74513011716715,74.9650822605359,78.25707452427054,68.7012068240935,69.654942337028,54.937590696727725,52.32592031250252,60.60081300801215,68.18648774318456,61.383297859256544,100.22939477119452,77.15146067933796,93.52331524284885,100.11812369484225,64.23373159397522,79.27918822754656,82.19987909977078,68.53214131765348,78.27376858589585,59.33931176722289,76.49732515255918,83.80838320940018,85.66278193644172,136.1,0.6863,1.2432,127.875,11.1,98.3,14.9,99.5,94.1,43.2,45.94,87.7,103.0,3.605,10.72,29.759,3.401,1.845,1.12,15.444,0.935,8.616,9.37,1.641,10.495,16.475,5.512,1.655,4.196,1.245,0.985,9.118,5.077,11.995,5.555,11.67,12.642,3.55,2.442,21.016,23.99
2004-10-31,202.34,188.11,180.49,163.41,162.18,160.45,155.98,151.69,157.69,154.12,137.53,134.17,134.4,160.19692307692307,74.16401413960054,57.332846275044346,74.9650822605359,77.77762390166633,68.4106004286212,69.10280374841192,55.308379261010806,52.61873601690162,63.60870783589074,69.81248441568586,58.21707989825846,100.04728816510884,77.30123107554816,93.39583535875836,100.10653214780389,47.389423917302885,78.85971784221397,81.45311486279017,65.98508164922512,77.17510305404048,60.383355037427854,73.18695541471071,83.91955457021916,85.93925106150482,135.754,0.6956,1.2785,119.5,7.6,139.1,9.6,99.1,94.4,49.78,53.09,87.8,103.0,3.598,11.0,29.76,3.505,1.84,1.093,16.063,0.939,8.44,9.382,1.616,9.582,15.661,5.432,1.648,4.184,1.268,0.981,9.433,5.167,12.166,5.53,11.659,12.106,3.551,2.48,21.031,23.996
2004-11-30,204.23,189.89,165.39,170.84,164.37,159.16,153.49,149.37,163.72,139.7,136.82,135.83,135.28,159.08384615384617,73.54105936824092,58.14808173524138,74.9650822605359,76.84273049323042,67.86030321166298,69.07620991730884,55.95463927547462,52.502593989610546,66.62742951033566,69.3618859822752,58.755853583929465,101.56137451856395,77.48318896918953,93.62069570986242,100.11619177033589,42.855959028550004,80.79771389846954,81.45311486279017,67.8566884922361,76.56075009508872,61.67456573563215,72.14120807871389,82.88936662662995,85.8995453892883,135.9275,0.6956,1.3293,118.375,5.6,66.6,9.4,102.1,99.3,43.11,48.48,88.0,102.9,3.591,10.864,29.47,3.103,1.821,1.089,15.916,0.986,8.577,9.401,1.628,9.779,15.714,5.519,1.635,4.159,1.258,1.008,9.361,5.143,12.234,5.799,11.612,12.402,3.549,2.481,20.816,23.953
2004-12-31,206.47,176.39,170.2,168.25,163.66,155.41,152.42,134.41,139.36,142.11,137.16,134.6,135.35,155.06076923076924,73.35208067270389,58.426553253823535,74.9650822605359,76.61253770535271,67.69026755473769,69.06671212048632,56.14128116382169,52.99373696942619,66.62742951033566,65.92243437427744,57.670925751139926,102.37617150465009,77.6224491621569,92.27418943415674,100.12391946836145,42.62297899989724,78.23015496405719,81.45311486279017,68.79090634372888,76.14532378074034,62.110506657521015,72.17750905432924,83.14135504448632,85.90689829155063,134.53,0.707,1.3558,116.8,6.4,90.9,7.6,98.6,97.5,39.6,43.26,88.1,103.3,3.594,11.179,29.045,3.543,1.816,1.101,16.006,0.963,8.645,9.294,1.628,10.318,16.161,5.531,1.602,4.208,1.283,0.973,8.998,5.351,12.161,5.756,11.289,11.798,3.543,2.525,20.122,23.508
2005-01-31,166.9,179.71,174.79,167.25,158.81,154.86,138.16,127.88,149.02,145.17,135.03,134.5,143.5,151.96769230769232,73.37097854225757,62.58647380133879,74.9650822605359,76.61253770535271,67.69026755473769,69.18701754690495,60.40010970701406,54.042460105685834,66.78491091493662,65.22150347786085,66.98691321330735,104.15145076169092,77.62310604985959,87.10594246665534,100.12102158160185,40.123019201996854,81.4294205775735,81.72582157563266,73.05165008190163,76.1277507555987,66.7674229027795,71.21762748757648,81.7035387778942,84.27749515022124,127.588,0.6919,1.3034,115.25,8.0,123.4,7.9,90.6,83.5,44.51,46.85,87.3,102.9,3.598,11.255,29.796,3.602,1.814,1.087,15.686,0.941,8.802,9.341,1.641,10.191,16.356,5.551,1.621,4.206,1.274,0.931,9.21,5.388,12.044,5.225,11.687,12.5,3.548,2.532,20.653,24.081
2005-02-28,202.53,176.47,173.86,161.4,155.47,144.94,134.89,130.16,150.9,141.45,134.78,147.17,150.66,154.20615384615385,73.50326362913353,64.6038788788932,74.9650822605359,76.77776811137535,67.92089773667635,68.82546808119422,62.37332368167806,54.40417362288472,66.78491091493662,66.73281295219432,68.72747203802075,102.09936946339988,78.7174809625184,88.48166288246505,99.96067184757119,43.230408883518464,78.15083432901133,81.72582157563266,70.72086216320785,76.73366866248247,69.27081112974636,72.06930422316803,82.38538979091726,84.30470088859184,128.8625,0.6887,1.3237,117.375,7.6,50.1,5.5,90.8,83.4,45.48,48.05,88.1,103.0,3.599,11.29,29.89,3.846,1.819,1.078,15.618,0.929,8.092,9.357,1.64,9.975,15.943,5.532,1.623,4.163,1.303,0.934,9.306,5.302,11.455,5.61,11.736,12.793,3.544,2.756,20.798,24.051
2005-03-31,197.2,182.75,168.62,161.29,146.51,136.52,132.69,132.37,147.2,134.47,148.51,153.33,156.18,153.6646153846154,73.19414847714792,64.42024910939338,74.9650822605359,76.88862782823671,66.21744961002484,68.88308804858418,61.96261171881805,54.66795382046106,66.78491091493662,71.53453889375919,69.34743079961478,100.54261813366185,78.73653070589602,90.38146726620229,99.90078218787298,41.60647377934218,79.25846481839044,81.72582157563266,71.88974437658273,76.62120130157598,69.38910918591712,72.31782628699641,83.54157194343462,86.13263239100375,131.6975,0.6859,1.2963,120.0,9.9,57.0,8.4,90.4,82.8,53.1,54.63,88.3,102.3,3.596,11.239,29.217,3.851,1.817,1.112,15.99,0.936,8.177,9.37,1.638,10.117,16.078,5.464,1.679,4.234,1.298,0.95,8.57,5.289,11.987,4.126,11.691,12.666,3.544,2.77,20.77,23.946
2005-04-30,192.73,182.45,171.13,153.5,139.4,134.66,134.84,132.1,147.53,150.46,157.33,157.68,156.08,154.60692307692307,72.89920672732761,62.96130050116948,74.9650822605359,76.37598990185872,66.73126644967907,68.6006868897278,60.71750072570053,54.16057064191404,66.78491091493662,76.00326444267432,69.73675014097293,96.00139968247419,78.81470034251448,87.55920427675481,98.97828823606997,37.46823403473698,78.18799354542921,81.72582157563266,77.19886700716388,75.65398199778006,67.30756679329536,71.57644866962079,83.82320605750937,86.71571754040545,128.238,0.6745,1.2873,118.2,11.5,91.3,9.2,92.5,84.8,51.88,53.22,88.7,102.1,3.593,10.858,29.674,3.852,1.813,1.089,15.809,0.995,8.274,9.422,1.623,10.239,15.031,5.572,1.669,4.232,1.281,0.997,8.98,5.278,11.225,4.098,11.599,11.837,3.542,2.811,20.79,24.122
2005-05-31,190.04,181.06,161.99,146.08,136.85,136.68,134.98,138.02,157.43,165.25,161.55,158.36,156.65,155.76461538461538,73.48976515088086,62.43613953949553,74.9650822605359,77.1308245345007,67.04969686173915,68.68553387467568,60.237920900295336,54.17877934958255,66.78491091493662,72.25701002536469,69.48704452866423,95.2011712248749,79.39210463316701,85.22649945329364,98.98601593409555,51.676058584616854,78.8382798327421,81.72582157563266,76.23293775541676,77.21657539337477,66.58720714061297,75.1723395425979,86.03922184983435,86.68042360954632,124.1625,0.6772,1.231,121.45,13.5,92.5,11.1,94.4,86.0,48.65,49.87,89.0,102.1,3.592,10.953,29.865,3.716,1.807,1.114,15.911,1.005,8.125,9.419,1.617,10.67,16.272,5.536,1.667,4.218,1.289,1.012,8.631,5.255,11.428,4.048,11.596,11.048,3.542,2.651,20.628,24.077
2005-06-30,199.5,172.81,152.38,143.45,138.87,136.2,135.47,141.25,162.65,161.77,158.62,158.43,150.76,154.78153846153845,73.6092266834168,61.60829214458011,74.9650822605359,76.76223362875785,67.79167063741315,69.01035852600602,59.39154485046476,54.33724431902207,66.78491091493662,74.8342700572885,68.91997907411097,94.86713567885492,79.89068239949836,88.48963037522071,98.95896899100603,79.11625839243762,76.35147073400708,81.72582157563266,75.61773659048261,78.11069091258143,65.58393894508815,80.14906368032919,84.36424001349506,86.68115889977257,128.36,0.6754,1.2102,120.325,15.3,55.3,15.3,100.4,91.6,54.35,56.42,89.3,102.2,3.642,11.049,30.002,3.816,1.811,1.273,16.178,1.001,8.1,9.295,1.62,10.332,15.502,5.446,1.677,4.19,1.289,1.007,8.992,5.304,11.527,4.797,11.646,11.964,3.586,2.451,20.565,24.128
2005-07-31,179.11,154.36,152.16,144.94,137.08,137.74,141.1,148.04,164.86,159.25,159.56,151.06,141.38,151.58769230769232,73.45601895524926,61.20874605270138,74.9650822605359,76.62877830081646,67.48436983198816,69.02428862801239,59.0312361783081,53.79049096173232,66.78491091493662,81.16069534911506,63.20381168298505,94.32081586059792,79.92484056003752,92.78056786262725,98.95896899100603,84.50101548779647,79.50857492889541,81.72582157563266,68.32474875999011,77.95323660731232,65.09413465294281,82.78158250812898,89.04826001600135,87.02895117678014,133.802,0.6903,1.213,122.6,14.4,43.9,16.3,98.3,88.6,57.52,59.03,89.2,102.5,3.67,11.008,29.998,3.786,1.818,1.282,15.896,1.045,8.386,9.437,1.619,9.709,15.06,5.438,1.67,4.206,1.287,1.047,9.034,5.348,11.427,5.007,11.701,11.989,3.621,2.421,20.884,24.18
2005-08-31,172.26,165.26,154.93,141.18,139.9,142.86,147.99,153.36,159.69,162.7,150.12,142.48,143.04,151.9823076923077,73.85287421587707,61.67236077294955,71.77220209211407,76.69585902121028,68.85145651366749,69.16548920744057,59.40901133734216,53.83921155792645,66.78491091493662,80.9342317953725,59.19683615542045,94.32081586059792,79.93075254936163,91.21539817462751,98.9068070293334,72.10806084264483,77.3712053845516,81.72582157563266,64.4496156489101,78.24916635069756,65.79888903013035,79.17871067830275,88.76662590192659,87.0576274956032,132.42000000000002,0.6845,1.2344,120.0,11.5,71.4,16.0,99.5,92.4,63.98,64.99,89.6,102.5,3.674,11.101,29.979,3.517,1.819,1.284,15.199,1.058,8.167,9.604,1.615,9.31,15.106,5.406,1.671,4.258,1.323,1.076,9.041,5.339,11.03,5.442,11.685,11.698,3.623,2.394,20.894,24.173
2005-09-30,171.8,163.58,148.29,141.81,144.11,149.7,153.43,156.13,163.43,151.03,142.23,143.34,152.1,152.3830769230769,73.80495461808016,62.30749780536791,71.77220209211407,76.99454475517433,68.56394167559381,68.46391861548346,59.9479772181305,54.01588523503449,66.78491091493662,85.72140352397193,58.64391658530832,98.03266879721257,79.93338010017233,92.40786625705715,98.89521548229503,131.12026975624084,78.00005366239263,81.72582157563266,62.522196741451474,78.27517442790717,66.71456632449043,90.09622909462756,85.83911340036016,87.00909834067188,134.4925,0.682,1.203,120.3,9.8,81.0,14.7,99.5,94.1,62.91,65.55,90.4,102.5,3.668,11.321,30.01,3.426,1.811,1.252,16.139,1.137,8.031,9.538,1.61,9.534,14.663,5.448,1.669,4.189,1.331,1.2,8.849,5.345,11.584,6.636,11.706,10.94,3.625,2.383,20.858,24.262
2005-10-31,167.56,165.9,140.59,152.03,154.04,153.94,155.23,157.25,154.15,145.7,142.74,148.96,152.79,153.1446153846154,73.50191378130825,62.82256921926715,71.77220209211407,77.00089977079058,67.53878124220427,68.05741291147942,60.464985229701554,54.04590499632581,66.78491091493662,86.08118366847812,58.804441621792506,98.07637438267314,80.06541452841027,92.47603258396666,98.91743261411857,102.16198988910938,76.3321765254824,81.46865773243404,62.65031079847899,78.08960328241146,66.78302817827436,85.20257834340069,88.6925116613806,87.31939081614165,134.356,0.6771,1.1988,116.5,9.3,103.9,12.3,99.1,94.4,58.54,62.27,90.4,102.3,3.664,11.417,29.592,3.38,1.814,1.252,16.043,1.125,8.221,9.617,1.617,9.592,15.266,5.43,1.675,4.009,1.259,1.172,8.841,5.347,11.093,6.575,11.718,11.653,3.623,2.344,20.863,24.163
2005-11-30,180.44,156.1,154.12,159.73,159.53,156.59,159.38,150.66,151.21,140.18,145.81,150.02,146.51,154.63692307692307,73.6301493247084,63.14997504455667,71.77220209211407,77.12093895465318,67.60246732461627,68.24610247502022,60.68107062449909,54.04590499632581,66.78491091493662,80.26590233599853,63.027295646697866,98.95672974695012,80.34065047583167,91.19680735819765,98.88652182201626,105.97326615401292,76.2014046677041,81.46865773243404,64.57455856591218,78.23299916756726,67.36747091535631,85.63051099825121,87.6623237177914,87.30615559206947,133.0125,0.6815,1.1789,117.25,7.6,80.5,7.8,102.1,99.3,55.24,58.34,90.3,102.1,3.666,11.502,29.141,3.127,1.817,1.227,16.228,1.097,8.166,9.712,1.62,9.781,14.799,5.416,1.663,3.715,1.186,1.094,8.843,5.38,10.985,6.398,11.128,11.81,3.625,2.324,20.308,23.796
